date,product_id,planned,actual,utilization,delay,utilization_pct,product_name,category,is_active,efficiency_pct,unused_capacity,is_delayed
2021-10-29,MX_KIT,49,49,0.65,0,65.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-10-29,MX_IND,69,69,0.82,0,82.0,Industrial Mixer,Industrial,True,100.0,0,False
2021-10-30,FAN_STD,55,54,0.95,1,95.0,Fan,Cooling,True,98.18,1,True
2021-10-30,EX_FLAT,53,49,0.92,1,92.0,Exhaust Flat,Cooling,True,92.45,4,True
2021-10-30,EX_POLY,47,44,0.61,1,61.0,Exhaust Polygon,Cooling,False,93.62,3,True
2021-10-30,EX_CIRC,43,41,0.81,1,81.0,Exhaust Circular,Cooling,True,95.35,2,True
2021-10-30,AF_5,40,40,0.8,0,80.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-10-30,AF_75,50,49,0.83,1,83.0,Air Fryer 7.5L,Kitchen,True,98.0,1,True
2021-10-30,BL_CHOP,51,50,0.8,1,80.0,Chopper Blender,Kitchen,True,98.04,1,True
2021-10-30,BL_KIT,58,56,0.78,1,78.0,Kitchen Blender,Kitchen,True,96.55,2,True
2021-10-30,BL_IND,49,47,0.85,1,85.0,Industrial Blender,Industrial,True,95.92,2,True
2021-10-30,ESP,56,52,0.69,1,69.0,Espresso Machine,Kitchen,True,92.86,4,True
2021-10-30,SW,44,43,0.62,1,62.0,Sandwich Maker,Kitchen,True,97.73,1,True
2021-10-30,MX_KIT,42,39,0.9,1,90.0,Kitchen Mixer,Kitchen,False,92.86,3,True
2021-10-30,MX_IND,53,52,0.8,1,80.0,Industrial Mixer,Industrial,True,98.11,1,True
2021-10-31,FAN_STD,44,41,0.71,1,71.0,Fan,Cooling,True,93.18,3,True
2021-10-31,EX_FLAT,51,48,0.64,1,64.0,Exhaust Flat,Cooling,True,94.12,3,True
2021-10-31,EX_POLY,46,46,0.75,0,75.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-10-31,EX_CIRC,55,54,0.8,1,80.0,Exhaust Circular,Cooling,True,98.18,1,True
2021-10-31,AF_5,44,40,0.88,1,88.0,Air Fryer 5L,Kitchen,True,90.91,4,True
2021-10-31,AF_75,54,54,0.67,0,67.0,Air Fryer 7.5L,Kitchen,True,100.0,0,False
2021-10-31,BL_CHOP,52,49,0.83,1,83.0,Chopper Blender,Kitchen,True,94.23,3,True
2021-10-31,BL_KIT,43,42,0.77,1,77.0,Kitchen Blender,Kitchen,True,97.67,1,True
2021-10-31,BL_IND,63,63,0.64,0,64.0,Industrial Blender,Industrial,True,100.0,0,False
2021-10-31,ESP,49,46,0.93,1,93.0,Espresso Machine,Kitchen,True,93.88,3,True
2021-10-31,SW,50,48,0.64,1,64.0,Sandwich Maker,Kitchen,True,96.0,2,True
2021-10-31,MX_KIT,59,59,0.71,0,71.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-10-31,MX_IND,47,45,0.63,1,63.0,Industrial Mixer,Industrial,True,95.74,2,True
2021-11-01,FAN_STD,58,55,0.66,1,66.0,Fan,Cooling,True,94.83,3,True
2021-11-01,EX_FLAT,36,36,0.87,0,87.0,Exhaust Flat,Cooling,True,100.0,0,False
2021-11-01,EX_POLY,50,50,0.62,0,62.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-11-01,EX_CIRC,42,39,0.79,1,79.0,Exhaust Circular,Cooling,True,92.86,3,True
2021-11-01,AF_5,46,42,0.86,1,86.0,Air Fryer 5L,Kitchen,True,91.3,4,True
2021-11-01,AF_75,43,41,0.7,1,70.0,Air Fryer 7.5L,Kitchen,True,95.35,2,True
2021-11-01,BL_CHOP,70,68,0.92,1,92.0,Chopper Blender,Kitchen,True,97.14,2,True
2021-11-01,BL_KIT,49,49,0.69,0,69.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-11-01,BL_IND,42,38,0.84,1,84.0,Industrial Blender,Industrial,True,90.48,4,True
2021-11-01,ESP,54,52,0.86,1,86.0,Espresso Machine,Kitchen,True,96.3,2,True
2021-11-01,SW,63,59,0.62,1,62.0,Sandwich Maker,Kitchen,True,93.65,4,True
2021-11-01,MX_KIT,50,48,0.93,1,93.0,Kitchen Mixer,Kitchen,False,96.0,2,True
2021-11-01,MX_IND,45,43,0.83,1,83.0,Industrial Mixer,Industrial,True,95.56,2,True
2021-11-02,FAN_STD,43,41,0.93,1,93.0,Fan,Cooling,True,95.35,2,True
2021-11-02,EX_FLAT,42,38,0.91,1,91.0,Exhaust Flat,Cooling,True,90.48,4,True
2021-11-02,EX_POLY,60,57,0.65,1,65.0,Exhaust Polygon,Cooling,False,95.0,3,True
2021-11-02,EX_CIRC,58,55,0.79,1,79.0,Exhaust Circular,Cooling,True,94.83,3,True
2021-11-02,AF_5,51,49,0.86,1,86.0,Air Fryer 5L,Kitchen,True,96.08,2,True
2021-11-02,AF_75,53,53,0.84,0,84.0,Air Fryer 7.5L,Kitchen,True,100.0,0,False
2021-11-02,BL_CHOP,48,45,0.63,1,63.0,Chopper Blender,Kitchen,True,93.75,3,True
2021-11-02,BL_KIT,55,52,0.71,1,71.0,Kitchen Blender,Kitchen,True,94.55,3,True
2021-11-02,BL_IND,44,41,0.84,1,84.0,Industrial Blender,Industrial,True,93.18,3,True
2021-11-02,ESP,45,43,0.76,1,76.0,Espresso Machine,Kitchen,True,95.56,2,True
2021-11-02,SW,60,56,0.64,1,64.0,Sandwich Maker,Kitchen,True,93.33,4,True
2021-11-02,MX_KIT,46,44,0.7,1,70.0,Kitchen Mixer,Kitchen,False,95.65,2,True
2021-11-02,MX_IND,54,50,0.84,1,84.0,Industrial Mixer,Industrial,True,92.59,4,True
2021-11-03,FAN_STD,50,50,0.9,0,90.0,Fan,Cooling,True,100.0,0,False
2021-11-03,EX_FLAT,56,54,0.72,1,72.0,Exhaust Flat,Cooling,True,96.43,2,True
2021-11-03,EX_POLY,57,55,0.61,1,61.0,Exhaust Polygon,Cooling,False,96.49,2,True
2021-11-03,EX_CIRC,43,41,0.81,1,81.0,Exhaust Circular,Cooling,True,95.35,2,True
2021-11-03,AF_5,58,55,0.86,1,86.0,Air Fryer 5L,Kitchen,True,94.83,3,True
2021-11-03,AF_75,65,65,0.83,0,83.0,Air Fryer 7.5L,Kitchen,True,100.0,0,False
2021-11-03,BL_CHOP,48,44,0.78,1,78.0,Chopper Blender,Kitchen,True,91.67,4,True
2021-11-03,BL_KIT,43,40,0.69,1,69.0,Kitchen Blender,Kitchen,True,93.02,3,True
2021-11-03,BL_IND,48,45,0.79,1,79.0,Industrial Blender,Industrial,True,93.75,3,True
2021-11-03,ESP,51,48,0.83,1,83.0,Espresso Machine,Kitchen,True,94.12,3,True
2021-11-03,SW,49,49,0.7,0,70.0,Sandwich Maker,Kitchen,True,100.0,0,False
2021-11-03,MX_KIT,48,48,0.62,0,62.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-11-03,MX_IND,45,43,0.68,1,68.0,Industrial Mixer,Industrial,True,95.56,2,True
2021-11-04,FAN_STD,41,41,0.78,0,78.0,Fan,Cooling,True,100.0,0,False
2021-11-04,EX_FLAT,49,49,0.69,0,69.0,Exhaust Flat,Cooling,True,100.0,0,False
2021-11-04,EX_POLY,40,39,0.63,1,63.0,Exhaust Polygon,Cooling,False,97.5,1,True
2021-11-04,EX_CIRC,40,38,0.65,1,65.0,Exhaust Circular,Cooling,True,95.0,2,True
2021-11-04,AF_5,50,49,0.76,1,76.0,Air Fryer 5L,Kitchen,True,98.0,1,True
2021-11-04,AF_75,42,39,0.95,1,95.0,Air Fryer 7.5L,Kitchen,True,92.86,3,True
2021-11-04,BL_CHOP,46,42,0.78,1,78.0,Chopper Blender,Kitchen,True,91.3,4,True
2021-11-04,BL_KIT,42,42,0.8,0,80.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-11-04,BL_IND,48,48,0.75,0,75.0,Industrial Blender,Industrial,True,100.0,0,False
2021-11-04,ESP,52,51,0.8,1,80.0,Espresso Machine,Kitchen,True,98.08,1,True
2021-11-04,SW,42,38,0.78,1,78.0,Sandwich Maker,Kitchen,True,90.48,4,True
2021-11-04,MX_KIT,57,55,0.71,1,71.0,Kitchen Mixer,Kitchen,False,96.49,2,True
2021-11-04,MX_IND,48,46,0.71,1,71.0,Industrial Mixer,Industrial,True,95.83,2,True
2021-11-05,FAN_STD,55,52,0.87,1,87.0,Fan,Cooling,True,94.55,3,True
2021-11-05,EX_FLAT,57,55,0.65,1,65.0,Exhaust Flat,Cooling,True,96.49,2,True
2021-11-05,EX_POLY,47,45,0.7,1,70.0,Exhaust Polygon,Cooling,False,95.74,2,True
2021-11-05,EX_CIRC,60,59,0.62,1,62.0,Exhaust Circular,Cooling,True,98.33,1,True
2021-11-05,AF_5,49,48,0.91,1,91.0,Air Fryer 5L,Kitchen,True,97.96,1,True
2021-11-05,AF_75,67,65,0.63,1,63.0,Air Fryer 7.5L,Kitchen,True,97.01,2,True
2021-11-05,BL_CHOP,38,36,0.7,1,70.0,Chopper Blender,Kitchen,True,94.74,2,True
2021-11-05,BL_KIT,55,54,0.85,1,85.0,Kitchen Blender,Kitchen,True,98.18,1,True
2021-11-05,BL_IND,56,52,0.75,1,75.0,Industrial Blender,Industrial,True,92.86,4,True
2021-11-05,ESP,49,49,0.63,0,63.0,Espresso Machine,Kitchen,True,100.0,0,False
2021-11-05,SW,42,39,0.86,1,86.0,Sandwich Maker,Kitchen,True,92.86,3,True
2021-11-05,MX_KIT,42,40,0.72,1,72.0,Kitchen Mixer,Kitchen,False,95.24,2,True
2021-11-05,MX_IND,59,59,0.93,0,93.0,Industrial Mixer,Industrial,True,100.0,0,False
2021-11-06,FAN_STD,36,34,0.84,1,84.0,Fan,Cooling,True,94.44,2,True
2021-11-06,EX_FLAT,50,47,0.7,1,70.0,Exhaust Flat,Cooling,True,94.0,3,True
2021-11-06,EX_POLY,53,53,0.87,0,87.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-11-06,EX_CIRC,45,42,0.86,1,86.0,Exhaust Circular,Cooling,True,93.33,3,True
2021-11-06,AF_5,61,57,0.74,1,74.0,Air Fryer 5L,Kitchen,True,93.44,4,True
2021-11-06,AF_75,44,42,0.81,1,81.0,Air Fryer 7.5L,Kitchen,True,95.45,2,True
2021-11-06,BL_CHOP,45,42,0.83,1,83.0,Chopper Blender,Kitchen,True,93.33,3,True
2021-11-06,BL_KIT,37,34,0.74,1,74.0,Kitchen Blender,Kitchen,True,91.89,3,True
2021-11-06,BL_IND,40,39,0.83,1,83.0,Industrial Blender,Industrial,True,97.5,1,True
2021-11-06,ESP,44,42,0.93,1,93.0,Espresso Machine,Kitchen,True,95.45,2,True
2021-11-06,SW,52,51,0.69,1,69.0,Sandwich Maker,Kitchen,True,98.08,1,True
2021-11-06,MX_KIT,43,43,0.67,0,67.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-11-06,MX_IND,46,45,0.95,1,95.0,Industrial Mixer,Industrial,True,97.83,1,True
2021-11-07,FAN_STD,48,47,0.78,1,78.0,Fan,Cooling,True,97.92,1,True
2021-11-07,EX_FLAT,52,50,0.81,1,81.0,Exhaust Flat,Cooling,True,96.15,2,True
2021-11-07,EX_POLY,42,40,0.9,1,90.0,Exhaust Polygon,Cooling,False,95.24,2,True
2021-11-07,EX_CIRC,34,33,0.71,1,71.0,Exhaust Circular,Cooling,True,97.06,1,True
2021-11-07,AF_5,40,37,0.92,1,92.0,Air Fryer 5L,Kitchen,True,92.5,3,True
2021-11-07,AF_75,44,43,0.8,1,80.0,Air Fryer 7.5L,Kitchen,True,97.73,1,True
2021-11-07,BL_CHOP,51,49,0.88,1,88.0,Chopper Blender,Kitchen,True,96.08,2,True
2021-11-07,BL_KIT,63,63,0.75,0,75.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-11-07,BL_IND,51,49,0.86,1,86.0,Industrial Blender,Industrial,True,96.08,2,True
2021-11-07,ESP,39,35,0.71,1,71.0,Espresso Machine,Kitchen,True,89.74,4,True
2021-11-07,SW,49,49,0.63,0,63.0,Sandwich Maker,Kitchen,True,100.0,0,False
2021-11-07,MX_KIT,48,48,0.71,0,71.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-11-07,MX_IND,48,44,0.91,1,91.0,Industrial Mixer,Industrial,True,91.67,4,True
2021-11-08,FAN_STD,57,57,0.71,0,71.0,Fan,Cooling,True,100.0,0,False
2021-11-08,EX_FLAT,37,36,0.81,1,81.0,Exhaust Flat,Cooling,True,97.3,1,True
2021-11-08,EX_POLY,47,44,0.65,1,65.0,Exhaust Polygon,Cooling,False,93.62,3,True
2021-11-08,EX_CIRC,56,55,0.71,1,71.0,Exhaust Circular,Cooling,True,98.21,1,True
2021-11-08,AF_5,45,45,0.6,0,60.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-11-08,AF_75,50,47,0.69,1,69.0,Air Fryer 7.5L,Kitchen,True,94.0,3,True
2021-11-08,BL_CHOP,55,53,0.72,1,72.0,Chopper Blender,Kitchen,True,96.36,2,True
2021-11-08,BL_KIT,42,38,0.61,1,61.0,Kitchen Blender,Kitchen,True,90.48,4,True
2021-11-08,BL_IND,46,42,0.89,1,89.0,Industrial Blender,Industrial,True,91.3,4,True
2021-11-08,ESP,44,43,0.8,1,80.0,Espresso Machine,Kitchen,True,97.73,1,True
2021-11-08,SW,47,47,0.64,0,64.0,Sandwich Maker,Kitchen,True,100.0,0,False
2021-11-08,MX_KIT,39,36,0.74,1,74.0,Kitchen Mixer,Kitchen,False,92.31,3,True
2021-11-08,MX_IND,39,39,0.94,0,94.0,Industrial Mixer,Industrial,True,100.0,0,False
2021-11-09,FAN_STD,50,48,0.81,1,81.0,Fan,Cooling,True,96.0,2,True
2021-11-09,EX_FLAT,57,56,0.66,1,66.0,Exhaust Flat,Cooling,True,98.25,1,True
2021-11-09,EX_POLY,44,43,0.8,1,80.0,Exhaust Polygon,Cooling,False,97.73,1,True
2021-11-09,EX_CIRC,43,41,0.67,1,67.0,Exhaust Circular,Cooling,True,95.35,2,True
2021-11-09,AF_5,48,46,0.84,1,84.0,Air Fryer 5L,Kitchen,True,95.83,2,True
2021-11-09,AF_75,50,50,0.78,0,78.0,Air Fryer 7.5L,Kitchen,True,100.0,0,False
2021-11-09,BL_CHOP,54,53,0.73,1,73.0,Chopper Blender,Kitchen,True,98.15,1,True
2021-11-09,BL_KIT,46,45,0.93,1,93.0,Kitchen Blender,Kitchen,True,97.83,1,True
2021-11-09,BL_IND,38,34,0.61,1,61.0,Industrial Blender,Industrial,True,89.47,4,True
2021-11-09,ESP,59,59,0.73,0,73.0,Espresso Machine,Kitchen,True,100.0,0,False
2021-11-09,SW,55,54,0.94,1,94.0,Sandwich Maker,Kitchen,True,98.18,1,True
2021-11-09,MX_KIT,42,40,0.62,1,62.0,Kitchen Mixer,Kitchen,False,95.24,2,True
2021-11-09,MX_IND,57,55,0.69,1,69.0,Industrial Mixer,Industrial,True,96.49,2,True
2021-11-10,FAN_STD,53,52,0.76,1,76.0,Fan,Cooling,True,98.11,1,True
2021-11-10,EX_FLAT,59,58,0.78,1,78.0,Exhaust Flat,Cooling,True,98.31,1,True
2021-11-10,EX_POLY,47,46,0.68,1,68.0,Exhaust Polygon,Cooling,False,97.87,1,True
2021-11-10,EX_CIRC,46,42,0.81,1,81.0,Exhaust Circular,Cooling,True,91.3,4,True
2021-11-10,AF_5,60,60,0.74,0,74.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-11-10,AF_75,46,44,0.81,1,81.0,Air Fryer 7.5L,Kitchen,True,95.65,2,True
2021-11-10,BL_CHOP,55,55,0.64,0,64.0,Chopper Blender,Kitchen,True,100.0,0,False
2021-11-10,BL_KIT,42,42,0.81,0,81.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-11-10,BL_IND,51,51,0.82,0,82.0,Industrial Blender,Industrial,True,100.0,0,False
2021-11-10,ESP,58,54,0.88,1,88.0,Espresso Machine,Kitchen,True,93.1,4,True
2021-11-10,SW,62,58,0.79,1,79.0,Sandwich Maker,Kitchen,True,93.55,4,True
2021-11-10,MX_KIT,44,43,0.81,1,81.0,Kitchen Mixer,Kitchen,False,97.73,1,True
2021-11-10,MX_IND,72,70,0.84,1,84.0,Industrial Mixer,Industrial,True,97.22,2,True
2021-11-11,FAN_STD,57,55,0.95,1,95.0,Fan,Cooling,True,96.49,2,True
2021-11-11,EX_FLAT,39,38,0.66,1,66.0,Exhaust Flat,Cooling,True,97.44,1,True
2021-11-11,EX_POLY,34,34,0.94,0,94.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-11-11,EX_CIRC,47,45,0.65,1,65.0,Exhaust Circular,Cooling,True,95.74,2,True
2021-11-11,AF_5,53,51,0.87,1,87.0,Air Fryer 5L,Kitchen,True,96.23,2,True
2021-11-11,AF_75,50,46,0.92,1,92.0,Air Fryer 7.5L,Kitchen,True,92.0,4,True
2021-11-11,BL_CHOP,53,49,0.72,1,72.0,Chopper Blender,Kitchen,True,92.45,4,True
2021-11-11,BL_KIT,44,42,0.87,1,87.0,Kitchen Blender,Kitchen,True,95.45,2,True
2021-11-11,BL_IND,49,47,0.95,1,95.0,Industrial Blender,Industrial,True,95.92,2,True
2021-11-11,ESP,49,45,0.79,1,79.0,Espresso Machine,Kitchen,True,91.84,4,True
2021-11-11,SW,47,47,0.87,0,87.0,Sandwich Maker,Kitchen,True,100.0,0,False
2021-11-11,MX_KIT,41,37,0.71,1,71.0,Kitchen Mixer,Kitchen,False,90.24,4,True
2021-11-11,MX_IND,62,61,0.77,1,77.0,Industrial Mixer,Industrial,True,98.39,1,True
2021-11-12,FAN_STD,39,36,0.68,1,68.0,Fan,Cooling,True,92.31,3,True
2021-11-12,EX_FLAT,59,57,0.77,1,77.0,Exhaust Flat,Cooling,True,96.61,2,True
2021-11-12,EX_POLY,43,41,0.9,1,90.0,Exhaust Polygon,Cooling,False,95.35,2,True
2021-11-12,EX_CIRC,40,38,0.84,1,84.0,Exhaust Circular,Cooling,True,95.0,2,True
2021-11-12,AF_5,54,52,0.79,1,79.0,Air Fryer 5L,Kitchen,True,96.3,2,True
2021-11-12,AF_75,48,44,0.62,1,62.0,Air Fryer 7.5L,Kitchen,True,91.67,4,True
2021-11-12,BL_CHOP,46,45,0.71,1,71.0,Chopper Blender,Kitchen,True,97.83,1,True
2021-11-12,BL_KIT,51,48,0.62,1,62.0,Kitchen Blender,Kitchen,True,94.12,3,True
2021-11-12,BL_IND,59,55,0.78,1,78.0,Industrial Blender,Industrial,True,93.22,4,True
2021-11-12,ESP,54,50,0.81,1,81.0,Espresso Machine,Kitchen,True,92.59,4,True
2021-11-12,SW,49,47,0.85,1,85.0,Sandwich Maker,Kitchen,True,95.92,2,True
2021-11-12,MX_KIT,59,55,0.91,1,91.0,Kitchen Mixer,Kitchen,False,93.22,4,True
2021-11-12,MX_IND,52,50,0.87,1,87.0,Industrial Mixer,Industrial,True,96.15,2,True
2021-11-13,FAN_STD,52,51,0.88,1,88.0,Fan,Cooling,True,98.08,1,True
2021-11-13,EX_FLAT,56,52,0.63,1,63.0,Exhaust Flat,Cooling,True,92.86,4,True
2021-11-13,EX_POLY,44,43,0.81,1,81.0,Exhaust Polygon,Cooling,False,97.73,1,True
2021-11-13,EX_CIRC,56,55,0.86,1,86.0,Exhaust Circular,Cooling,True,98.21,1,True
2021-11-13,AF_5,36,32,0.88,1,88.0,Air Fryer 5L,Kitchen,True,88.89,4,True
2021-11-13,AF_75,34,32,0.9,1,90.0,Air Fryer 7.5L,Kitchen,True,94.12,2,True
2021-11-13,BL_CHOP,44,42,0.78,1,78.0,Chopper Blender,Kitchen,True,95.45,2,True
2021-11-13,BL_KIT,43,43,0.76,0,76.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-11-13,BL_IND,48,45,0.71,1,71.0,Industrial Blender,Industrial,True,93.75,3,True
2021-11-13,ESP,56,56,0.92,0,92.0,Espresso Machine,Kitchen,True,100.0,0,False
2021-11-13,SW,42,39,0.69,1,69.0,Sandwich Maker,Kitchen,True,92.86,3,True
2021-11-13,MX_KIT,44,42,0.83,1,83.0,Kitchen Mixer,Kitchen,False,95.45,2,True
2021-11-13,MX_IND,53,53,0.72,0,72.0,Industrial Mixer,Industrial,True,100.0,0,False
2021-11-14,FAN_STD,47,47,0.74,0,74.0,Fan,Cooling,True,100.0,0,False
2021-11-14,EX_FLAT,58,58,0.79,0,79.0,Exhaust Flat,Cooling,True,100.0,0,False
2021-11-14,EX_POLY,61,61,0.74,0,74.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-11-14,EX_CIRC,54,52,0.92,1,92.0,Exhaust Circular,Cooling,True,96.3,2,True
2021-11-14,AF_5,46,43,0.91,1,91.0,Air Fryer 5L,Kitchen,True,93.48,3,True
2021-11-14,AF_75,48,47,0.64,1,64.0,Air Fryer 7.5L,Kitchen,True,97.92,1,True
2021-11-14,BL_CHOP,51,47,0.71,1,71.0,Chopper Blender,Kitchen,True,92.16,4,True
2021-11-14,BL_KIT,47,45,0.87,1,87.0,Kitchen Blender,Kitchen,True,95.74,2,True
2021-11-14,BL_IND,42,40,0.64,1,64.0,Industrial Blender,Industrial,True,95.24,2,True
2021-11-14,ESP,66,65,0.75,1,75.0,Espresso Machine,Kitchen,True,98.48,1,True
2021-11-14,SW,36,33,0.92,1,92.0,Sandwich Maker,Kitchen,True,91.67,3,True
2021-11-14,MX_KIT,56,53,0.9,1,90.0,Kitchen Mixer,Kitchen,False,94.64,3,True
2021-11-14,MX_IND,37,33,0.74,1,74.0,Industrial Mixer,Industrial,True,89.19,4,True
2021-11-15,FAN_STD,43,41,0.71,1,71.0,Fan,Cooling,True,95.35,2,True
2021-11-15,EX_FLAT,49,47,0.7,1,70.0,Exhaust Flat,Cooling,True,95.92,2,True
2021-11-15,EX_POLY,47,46,0.76,1,76.0,Exhaust Polygon,Cooling,False,97.87,1,True
2021-11-15,EX_CIRC,54,53,0.81,1,81.0,Exhaust Circular,Cooling,True,98.15,1,True
2021-11-15,AF_5,47,45,0.94,1,94.0,Air Fryer 5L,Kitchen,True,95.74,2,True
2021-11-15,AF_75,60,59,0.71,1,71.0,Air Fryer 7.5L,Kitchen,True,98.33,1,True
2021-11-15,BL_CHOP,41,39,0.66,1,66.0,Chopper Blender,Kitchen,True,95.12,2,True
2021-11-15,BL_KIT,53,53,0.83,0,83.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-11-15,BL_IND,39,36,0.65,1,65.0,Industrial Blender,Industrial,True,92.31,3,True
2021-11-15,ESP,57,56,0.8,1,80.0,Espresso Machine,Kitchen,True,98.25,1,True
2021-11-15,SW,41,37,0.61,1,61.0,Sandwich Maker,Kitchen,True,90.24,4,True
2021-11-15,MX_KIT,49,47,0.8,1,80.0,Kitchen Mixer,Kitchen,False,95.92,2,True
2021-11-15,MX_IND,40,38,0.67,1,67.0,Industrial Mixer,Industrial,True,95.0,2,True
2021-11-16,FAN_STD,55,52,0.87,1,87.0,Fan,Cooling,True,94.55,3,True
2021-11-16,EX_FLAT,57,56,0.82,1,82.0,Exhaust Flat,Cooling,True,98.25,1,True
2021-11-16,EX_POLY,46,44,0.8,1,80.0,Exhaust Polygon,Cooling,False,95.65,2,True
2021-11-16,EX_CIRC,40,40,0.71,0,71.0,Exhaust Circular,Cooling,True,100.0,0,False
2021-11-16,AF_5,55,55,0.88,0,88.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-11-16,AF_75,62,61,0.67,1,67.0,Air Fryer 7.5L,Kitchen,True,98.39,1,True
2021-11-16,BL_CHOP,58,58,0.92,0,92.0,Chopper Blender,Kitchen,True,100.0,0,False
2021-11-16,BL_KIT,52,50,0.91,1,91.0,Kitchen Blender,Kitchen,True,96.15,2,True
2021-11-16,BL_IND,45,42,0.67,1,67.0,Industrial Blender,Industrial,True,93.33,3,True
2021-11-16,ESP,61,59,0.71,1,71.0,Espresso Machine,Kitchen,True,96.72,2,True
2021-11-16,SW,45,42,0.81,1,81.0,Sandwich Maker,Kitchen,True,93.33,3,True
2021-11-16,MX_KIT,52,50,0.88,1,88.0,Kitchen Mixer,Kitchen,False,96.15,2,True
2021-11-16,MX_IND,49,48,0.91,1,91.0,Industrial Mixer,Industrial,True,97.96,1,True
2021-11-17,FAN_STD,49,49,0.67,0,67.0,Fan,Cooling,True,100.0,0,False
2021-11-17,EX_FLAT,54,51,0.75,1,75.0,Exhaust Flat,Cooling,True,94.44,3,True
2021-11-17,EX_POLY,45,45,0.84,0,84.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-11-17,EX_CIRC,51,49,0.72,1,72.0,Exhaust Circular,Cooling,True,96.08,2,True
2021-11-17,AF_5,48,48,0.68,0,68.0,Air Fryer 5L,Kitchen,True,100.0,0,False
2021-11-17,AF_75,51,47,0.72,1,72.0,Air Fryer 7.5L,Kitchen,True,92.16,4,True
2021-11-17,BL_CHOP,57,54,0.74,1,74.0,Chopper Blender,Kitchen,True,94.74,3,True
2021-11-17,BL_KIT,63,63,0.87,0,87.0,Kitchen Blender,Kitchen,True,100.0,0,False
2021-11-17,BL_IND,46,43,0.81,1,81.0,Industrial Blender,Industrial,True,93.48,3,True
2021-11-17,ESP,47,44,0.74,1,74.0,Espresso Machine,Kitchen,True,93.62,3,True
2021-11-17,SW,48,46,0.9,1,90.0,Sandwich Maker,Kitchen,True,95.83,2,True
2021-11-17,MX_KIT,46,43,0.76,1,76.0,Kitchen Mixer,Kitchen,False,93.48,3,True
2021-11-17,MX_IND,61,61,0.67,0,67.0,Industrial Mixer,Industrial,True,100.0,0,False
2021-11-18,FAN_STD,48,47,0.63,1,63.0,Fan,Cooling,True,97.92,1,True
2021-11-18,EX_FLAT,46,43,0.82,1,82.0,Exhaust Flat,Cooling,True,93.48,3,True
2021-11-18,EX_POLY,45,44,0.7,1,70.0,Exhaust Polygon,Cooling,False,97.78,1,True
2021-11-18,EX_CIRC,49,46,0.65,1,65.0,Exhaust Circular,Cooling,True,93.88,3,True
2021-11-18,AF_5,43,40,0.91,1,91.0,Air Fryer 5L,Kitchen,True,93.02,3,True
2021-11-18,AF_75,61,61,0.71,0,71.0,Air Fryer 7.5L,Kitchen,True,100.0,0,False
2021-11-18,BL_CHOP,51,47,0.9,1,90.0,Chopper Blender,Kitchen,True,92.16,4,True
2021-11-18,BL_KIT,49,45,0.9,1,90.0,Kitchen Blender,Kitchen,True,91.84,4,True
2021-11-18,BL_IND,47,43,0.81,1,81.0,Industrial Blender,Industrial,True,91.49,4,True
2021-11-18,ESP,47,43,0.9,1,90.0,Espresso Machine,Kitchen,True,91.49,4,True
2021-11-18,SW,46,42,0.92,1,92.0,Sandwich Maker,Kitchen,True,91.3,4,True
2021-11-18,MX_KIT,49,49,0.7,0,70.0,Kitchen Mixer,Kitchen,False,100.0,0,False
2021-11-18,MX_IND,51,48,0.66,1,66.0,Industrial Mixer,Industrial,True,94.12,3,True
2021-11-19,FAN_STD,56,55,0.83,1,83.0,Fan,Cooling,True,98.21,1,True
2021-11-19,EX_FLAT,55,53,0.63,1,63.0,Exhaust Flat,Cooling,True,96.36,2,True
2021-11-19,EX_POLY,48,48,0.87,0,87.0,Exhaust Polygon,Cooling,False,100.0,0,False
2021-11-19,EX_CIRC,58,54,0.88,1,88.0,Exhaust Circular,Cooling,True,93.1,4,True
2021-11-19,AF_5,53,50,0.7,1,70.0,Air Fryer 5L,Kitchen,True,94.34,3,True
2021-11-19,AF_75,47,45,0.78,1,78.0,Air Fryer 7.5L,Kitchen,True,95.74,2,True
2021-11-19,BL_CHOP,49,48,0.85,1,85.0,Chopper Blender,Kitchen,True,97.96,1,True
2021-11-19,BL_KIT,46,42,0.77,1,77.0,Kitchen Blender,Kitchen,True,91.3,4,True
